pid,sentence1,sentence2,label,clean_sentence1,clean_sentence2
31031,450 KG Cylinder,I want to buy 2kg cylinder,0,450 kg cylind,i want to buy 2kg cylind
15868,Set Flight Fare Alerts,set cheapest fare alert,0,set flight fare alert,set cheapest fare alert
37720,It was troublesome to change my booking,Changing my booking details was difficult,0,it wa troublesom to chang my book,chang my book detail wa difficult
7947,What papers should I submit?,What papers do I submit to add my DP details to a trading account?,0,what paper should i submit,what paper do i submit to add my dp detail to a trade account
42791,cheaper than you,Cheapest flight,0,cheaper than you,cheapest flight
66376,Book me a night ticket to Delhi tomorrow,Flight from delhi to srinagar,0,book me a night ticket to delhi tomorrow,flight from delhi to srinagar
29931,I am getting all these flights for 5000 or 6000,Can you please confirm whether it will depart from terminal 1 or 2,0,i am get all these flight for 5000 or 6000,can you pleas confirm whether it will depart from termin 1 or 2
21116,Remind me when fares drop,When fare changes,0,remind me when fare drop,when fare chang
58435,Vaseline TV Strategy,What is  Vaseline TV strategy?,1,vaselin tv strategi,what is vaselin tv strategi
34206,Offer best,Some awesome cashback offers on flights.,0,offer best,some awesom cashback offer on flight
19852,I dont want to book right now,like to purchase Flight Tickets,0,i dont want to book right now,like to purchas flight ticket
67634,book store near me,suggest me book store near me,1,book store near me,suggest me book store near me
53653,i want to check fare and availability of a train,I want to check flight bookings,0,i want to check fare and avail of a train,i want to check flight book
63443,I want to switch relationship manager,what the process to apply for new Relationship manager ?,0,i want to switch relationship manag,what the process to appli for new relationship manag
17431,available train tickets from vizag to Mumbai,cheap rate for mumbai to delhi,0,avail train ticket from vizag to mumbai,cheap rate for mumbai to delhi
69249,Cancel wake up,wake up,0,cancel wake up,wake up
36591,I need my ticket mail booked two days back,Can you please mail me the ticket again,0,i need my ticket mail book two day back,can you pleas mail me the ticket again
26969,any offer running on flights,any coupon available on flights,0,ani offer run on flight,ani coupon avail on flight
9211,Can't find order ID.,I have looked but cannot find my customer ID,0,ca n't find order id,i have look but can not find my custom id
65099,Is this actually a person I am talking to???,Want to talk to human,0,is thi actual a person i am talk to,want to talk to human
30519,developer sell flats,Document for selling flat,0,develop sell flat,document for sell flat
21369,check availability of resorts,check availability for north,0,check avail of resort,check avail for north
44961,need help with furniture,I want help with my booking,0,need help with furnitur,i want help with my book
33120,Plz list out flights options,Send me flight timings from Mumbai to Delhi,0,plz list out flight option,send me flight time from mumbai to delhi
59273,Landlines bill payment option not available,WBSCDCL not available here,0,landlin bill payment option not avail,wbscdcl not avail here
21714,28,Between 5 lacs to 10 lacs,0,28,between 5 lac to 10 lac
6068,change name of applicant,property tax name change,0,chang name of applic,properti tax name chang
60857,Play,I want to play the quiz,0,play,i want to play the quiz
56784,"Hi, I want to know the price of Rapid Charge Lightning cable .",price of Rapid Charge Micro cable,0,hi i want to know the price of rapid charg lightn cabl,price of rapid charg micro cabl
10497,phonepe cashback not received,had not received,0,phonep cashback not receiv,had not receiv
18771,to buy Flight Tickets,I want to book home collection,0,to buy flight ticket,i want to book home collect
28279,Eligibility Criteria for tsp,whats the eligibility criteria,0,elig criteria for tsp,what the elig criteria
23579,customize corporate tours,services included in corporate tours,0,custom corpor tour,servic includ in corpor tour
18271,I have not received my recharge refund,Recharge refund,1,i have not receiv my recharg refund,recharg refund
17979,delete reminders,I want to delete my reminder,1,delet remind,i want to delet my remind
55751,Can give me details about my haptik cash back,need details about a test,0,can give me detail about my haptik cash back,need detail about a test
26730,What will be the Survival Benefits of saral nivesh,Survival Benefit,0,what will be the surviv benefit of saral nivesh,surviv benefit
952,i want to delete my account,I would like to cancel my,0,i want to delet my account,i would like to cancel my
61323,What are the important features of Total Secure,calculate premium for total secure plus,0,what are the import featur of total secur,calcul premium for total secur plu
21183,Total Secure,important features of total secure,0,total secur,import featur of total secur
44455,OTP not get,no OTP yet,1,otp not get,no otp yet
52157,I want uber for 5th Nov at 9am,suggest uber,0,i want uber for 5th nov at 9am,suggest uber
32860,What are the important features of Total Secure,total secur,0,what are the import featur of total secur,total secur
61781,Can relatives/friends children use the vouchers?,Can my children use voucher if I am not residing?,0,can relatives/friend children use the voucher,can my children use voucher if i am not resid
15387,recommend Flight Tickets,want flight fare alert,0,recommend flight ticket,want flight fare alert
54437,bollywood prize announcement,How to avail prize bollywood,0,bollywood prize announc,how to avail prize bollywood
59311,Book a flight from Mumbai to Delhi,Book me a night ticket to Delhi tomorrow,0,book a flight from mumbai to delhi,book me a night ticket to delhi tomorrow
13073,reminder cancel,I want to remove reminder,1,remind cancel,i want to remov remind
75375,i want to add money,is it safe to add a card,0,i want to add money,is it safe to add a card
35345,I want to check flight bookings,I want to book flight tickets.,0,i want to check flight book,i want to book flight ticket
75906,I m getting better price at ixigo in 3053 rupees,I m getting low prices,0,i m get better price at ixigo in 3053 rupe,i m get low price
44885,call to remind phone,please remind me phone,1,call to remind phone,pleas remind me phone
29055,delete reminder,I would like to cancel my Reminder,1,delet remind,i would like to cancel my remind
23347,Wouldn't let me pay for ticket,Couldn't pay for my ticket,0,would n't let me pay for ticket,could n't pay for my ticket
7080,I have a german number.. how can I get otp?,not getting One time password,0,i have a german number.. how can i get otp,not get one time password
65156,do you also book train tickets?,train bookings,1,do you also book train ticket,train book
17808,Do you guys do hotel bookings,Hotel booking,1,do you guy do hotel book,hotel book
10302,To-do List for today,i would like to change my to-do list,0,to-do list for today,i would like to chang my to-do list
16962,back to product,Take me to Products,0,back to product,take me to product
60379,Can you help me find my order ID?,Can you tell me where is my order ID?,0,can you help me find my order id,can you tell me where is my order id
